,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
603,Paf727325603,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Mildred Whitmore,2022-08-18,2023-01-07,142 days,956,4525.07,1600
604,Paf727326604,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Roberto Mccloskey,2020-10-06,2021-06-27,264 days,803,7066.4,1300
605,Paf727327605,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Stephen Moses,2018-04-25,2019-03-29,338 days,1221,13756.6,1700
606,Paf727329606,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Javier Britton,2022-05-03,2023-01-24,266 days,1874,16616.13,1300
607,Paf72732a607,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Ross Toevs,2012-09-24,2013-01-01,99 days,518,1709.4,800
608,Paf72732b608,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Douglas Nordhoff,2019-06-20,2020-06-09,355 days,2040,24140.0,100
609,Paf72732c609,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Helen Orr,2007-12-19,2008-08-14,239 days,1623,12929.9,600
610,Paf72732e610,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Leroy Pate,2022-11-17,2023-06-01,196 days,2381,15555.87,900
611,Paf729a36611,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Dorothy Maco,2021-02-13,2021-10-02,231 days,2505,19288.5,1800
612,Paf729a38612,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Johnny Parish,2021-07-23,2021-09-21,60 days,1669,3338.0,1400
613,Paf729a39613,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Josephine Griffith,2021-03-20,2021-06-21,93 days,687,2129.7,1000
614,Paf729a3b614,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Erika Jenkins,2010-08-20,2010-12-20,122 days,1106,4497.73,1700
615,Paf729a3d615,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Jessie Colon,2018-08-17,2019-03-19,214 days,987,7040.6,1000
616,Paf72c148616,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Richard Johnson,2021-02-27,2021-09-24,209 days,130,905.67,1300
617,Paf72c14a617,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Clarence Malcomb,2018-08-26,2019-01-18,145 days,1113,5379.5,1500
618,Paf72c14c618,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Adam Belk,2020-09-17,2021-03-06,170 days,336,1904.0,1800
619,Paf72c14d619,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Michael Mattlin,2020-12-14,2021-11-24,345 days,1761,20251.5,500
620,Paf72c14e620,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Walter Murphy,2021-07-04,2021-11-27,146 days,2377,11568.07,1600
621,Paf72c14f621,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",George Davis,2022-09-17,2023-05-29,254 days,1987,16823.27,400
622,Paf72c151622,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Gwendolyn Todd,2016-11-14,2017-06-15,213 days,2275,16152.5,900
623,Paf72e85c623,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Judith Damore,2021-05-21,2022-04-27,341 days,2358,26802.6,1500
624,Paf72e85e624,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Michelle Blankenship,2005-11-21,2006-07-16,237 days,298,2354.2,100
625,Paf72e860625,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Alisha Son,2022-06-14,2022-09-14,92 days,707,2168.13,1900
