,policy_id,policy_type,policy_description,policyholder_name,policy_start_date,policy_end_date,policy_length,premium_amount,estimated_coverage_total,deductible_amount
616,Pdd5d5347616,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Jerry Carey,2018-09-26,2019-09-09,348 days,2492,28907.2,1500
617,Pdd5d5d41617,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Jose Whitemore,2018-09-08,2019-03-10,183 days,2133,13011.3,1700
618,Pdd5d5d44618,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Evelyn Bradshaw,2005-09-01,2006-05-10,251 days,1982,16582.73,1500
619,Pdd5d5d47619,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Stephanie Curry,2015-08-15,2016-07-31,351 days,2000,23400.0,1500
620,Pdd5d5d4a620,Pet insurance,"A type of insurance policy that provides coverage for veterinary expenses related to the care of the policyholder's pet. Pet insurance can help cover expenses like medical treatments, surgeries, and medications.",Inez Swain,2007-03-15,2007-09-04,173 days,1623,9359.3,1700
621,Pdd5d5d4d621,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Jeffrey Lasiter,2015-10-04,2016-04-24,203 days,2071,14013.77,1600
622,Pdd5d5d50622,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Laura Gustafson,2014-02-01,2015-01-16,349 days,1732,20148.93,700
623,Pdd5d5d52623,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,John Connor,2021-04-22,2021-12-05,227 days,2952,22336.8,1900
624,Pdd5d5d54624,Life insurance,A type of insurance policy that pays out a lump sum of money to the policyholder's beneficiaries upon their death. Life insurance can provide financial security for the policyholder's loved ones and can help cover expenses like funeral costs and outstanding debts.,Arlene Fuller,2014-09-28,2014-12-23,86 days,1178,3376.93,1500
625,Pdd5d5d56625,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Robert Amundson,2018-04-25,2018-09-23,151 days,387,1947.9,1100
626,Pdd5d5d59626,Homeowners insurance,"A type of insurance policy that provides coverage for damage to the policyholder's home, as well as liability coverage for injuries or damage caused by the policyholder or their family members. Homeowners insurance may also cover personal belongings and additional living expenses if the policyholder's home is uninhabitable.",Thomas Robinson,2019-09-26,2020-07-27,305 days,1166,11854.33,1500
627,Pdd5d5d5c627,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",David Sill,2020-03-11,2020-10-24,227 days,601,4547.57,1900
628,Pdd5d5d5f628,Flood insurance,A type of insurance policy that provides coverage for damage to property caused by flooding. Flood insurance is typically not included in standard homeowners insurance policies and must be purchased separately.,Michael Martin,2015-05-24,2016-04-08,320 days,2029,21642.67,400
629,Pdd5d5d61629,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Douglas Whitt,2016-01-04,2016-09-10,250 days,1136,9466.67,1900
630,Pdd5d5d64630,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Mattie Moore,2018-03-09,2018-10-19,224 days,2164,16157.87,100
631,Pdd5d5d66631,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Jacqueline Mettler,2015-03-25,2015-07-02,99 days,2077,6854.1,900
632,Pdd5d5d69632,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,Pamela Kane,2020-08-24,2021-01-16,145 days,979,4731.83,1000
633,Pdd5d5d6b633,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Michael Smith,2022-06-04,2022-12-11,190 days,762,4826.0,1900
634,Pdd5d5d6d634,Business insurance,"A type of insurance policy that provides coverage for businesses against losses due to events such as theft, property damage, liability claims, and business interruptions. Business insurance can be tailored to meet the specific needs of the business owner.",Vincent Wolff,2022-02-17,2023-01-14,331 days,869,9587.97,1900
635,Pdd5d5d70635,Health insurance,"A type of insurance policy that covers the medical and surgical expenses of the policyholder. Health insurance can cover hospital stays, doctor visits, prescription medications, and other health-related expenses.",Misty Burke,2018-08-25,2019-06-29,308 days,1599,16416.4,1300
636,Pdd5d5d73636,Auto insurance,"A type of insurance policy that protects drivers against financial loss if they are involved in a car accident. Auto insurance can cover damage to the insured vehicle, medical expenses, liability for damages to others, and other related expenses.",Judith Beach,2005-01-12,2006-01-04,357 days,1056,12566.4,1200
637,Pdd5d5d76637,Umbrella insurance,A type of insurance policy that provides additional liability coverage above and beyond the limits of other insurance policies. Umbrella insurance can provide protection for individuals or businesses against catastrophic losses or legal judgments that exceed the limits of their primary insurance policies.,William Seedorff,2015-04-24,2015-08-06,104 days,198,686.4,1500
